"","title","author","subject","abstract","meta"
"1983","Joint Deep Learning for Car Detection","Seyedshams Feyzabadi","Computer Vision and Pattern Recognition (cs.CV)","Traditional object recognition approaches apply feature extraction, part deformation handling, occlusion handling and classification sequentially while they are independent from each other. Ouyang and Wang proposed a model for jointly learning of all of the mentioned processes using one deep neural network. We utilized, and manipulated their toolbox in order to apply it in car detection scenarios where it had not been tested. Creating a single deep architecture from these components, improves the interaction between them and can enhance the performance of the whole system. We believe that the approach can be used as a general purpose object detection toolbox. We tested the algorithm on UIUC car dataset, and achieved an outstanding result. The accuracy of our method was 97 % while the previously reported results showed an accuracy of up to 91 %. We strongly believe that having an experiment on a larger dataset can show the advantage of using deep models over shallow ones.","Thu, 25 Dec 2014 18:55:49 UTC (592 KB)[v2] Thu, 14 Jul 2016 17:57:31 UTC (587 KB)"
"1984","Deep learning with Elastic Averaging SGD","Sixin Zhang, Anna Choromanska, Yann LeCun","Machine Learning (cs.LG); Machine Learning (stat.ML)","We study the problem of stochastic optimization for deep learning in the parallel computing environment under communication constraints. A new algorithm is proposed in this setting where the communication and coordination of work among concurrent processes (local workers), is based on an elastic force which links the parameters they compute with a center variable stored by the parameter server (master). The algorithm enables the local workers to perform more exploration, i.e. the algorithm allows the local variables to fluctuate further from the center variable by reducing the amount of communication between local workers and the master. We empirically demonstrate that in the deep learning setting, due to the existence of many local optima, allowing more exploration can lead to the improved performance. We propose synchronous and asynchronous variants of the new algorithm. We provide the stability analysis of the asynchronous variant in the round-robin scheme and compare it with the more common parallelized method ADMM. We show that the stability of EASGD is guaranteed when a simple stability condition is satisfied, which is not the case for ADMM. We additionally propose the momentum-based version of our algorithm that can be applied in both synchronous and asynchronous settings. Asynchronous variant of the algorithm is applied to train convolutional neural networks for image classification on the CIFAR and ImageNet datasets. Experiments demonstrate that the new algorithm accelerates the training of deep architectures compared to DOWNPOUR and other common baseline approaches and furthermore is very communication efficient.","Sat, 20 Dec 2014 13:22:23 UTC (2,167 KB)[v2] Mon, 29 Dec 2014 20:50:02 UTC (2,167 KB)[v3] Mon, 5 Jan 2015 01:18:40 UTC (4,782 KB)[v4] Wed, 25 Feb 2015 19:00:29 UTC (1,123 KB)[v5] Wed, 29 Apr 2015 11:56:24 UTC (1,123 KB)[v6] Sat, 6 Jun 2015 00:20:58 UTC (1,289 KB)[v7] Sat, 8 Aug 2015 02:52:48 UTC (1,290 KB)[v8] Sun, 25 Oct 2015 12:12:52 UTC (3,648 KB)"
"1985","Why does Deep Learning work? - A perspective from Group Theory","Arnab Paul, Suresh Venkatasubramanian","Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE); Machine Learning (stat.ML)","Why does Deep Learning work? What representations does it capture? How do higher-order representations emerge? We study these questions from the perspective of group theory, thereby opening a new approach towards a theory of Deep learning. One factor behind the recent resurgence of the subject is a key algorithmic step called pre-training: first search for a good generative model for the input samples, and repeat the process one layer at a time. We show deeper implications of this simple principle, by establishing a connection with the interplay of orbits and stabilizers of group actions. Although the neural networks themselves may not form groups, we show the existence of {\em shadow} groups whose elements serve as close approximations. Over the shadow groups, the pre-training step, originally introduced as a mechanism to better initialize a network, becomes equivalent to a search for features with minimal orbits. Intuitively, these features are in a way the {\em simplest}. Which explains why a deep learning network learns simple features first. Next, we show how the same principle, when repeated in the deeper layers, can capture higher order representations, and why representation complexity increases as the layers get deeper.","Sat, 20 Dec 2014 07:28:46 UTC (1,125 KB)[v2] Wed, 24 Dec 2014 02:22:01 UTC (1,123 KB)[v3] Sat, 28 Feb 2015 07:19:35 UTC (1,127 KB)"
"1986","In Search of the Real Inductive Bias: On the Role of Implicit Regularization in Deep Learning","Behnam Neyshabur, Ryota Tomioka, Nathan Srebro","Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (stat.ML)","We present experiments demonstrating that some other form of capacity control, different from network size, plays a central role in learning multilayer feed-forward networks. We argue, partially through analogy to matrix factorization, that this is an inductive bias that can help shed light on deep learning.","Sat, 20 Dec 2014 06:52:25 UTC (49 KB)[v2] Tue, 3 Mar 2015 21:00:09 UTC (46 KB)[v3] Fri, 6 Mar 2015 18:51:37 UTC (42 KB)[v4] Thu, 16 Apr 2015 18:48:31 UTC (43 KB)"
"1987","Purine: A bi-graph based deep learning framework","Min Lin, Shuo Li, Xuan Luo, Shuicheng Yan","Neural and Evolutionary Computing (cs.NE); Machine Learning (cs.LG)","In this paper, we introduce a novel deep learning framework, termed Purine. In Purine, a deep network is expressed as a bipartite graph (bi-graph), which is composed of interconnected operators and data tensors. With the bi-graph abstraction, networks are easily solvable with event-driven task dispatcher. We then demonstrate that different parallelism schemes over GPUs and/or CPUs on single or multiple PCs can be universally implemented by graph composition. This eases researchers from coding for various parallelization schemes, and the same dispatcher can be used for solving variant graphs. Scheduled by the task dispatcher, memory transfers are fully overlapped with other computations, which greatly reduce the communication overhead and help us achieve approximate linear acceleration.","Fri, 19 Dec 2014 08:20:10 UTC (942 KB)[v2] Mon, 22 Dec 2014 03:18:46 UTC (943 KB)[v3] Tue, 20 Jan 2015 02:17:39 UTC (943 KB)[v4] Mon, 16 Mar 2015 16:13:46 UTC (943 KB)[v5] Thu, 16 Apr 2015 13:09:33 UTC (943 KB)"
"1988","Quantum Deep Learning","Nathan Wiebe, Ashish Kapoor, Krysta M. Svore","Quantum Physics (quant-ph); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","In recent years, deep learning has had a profound impact on machine learning and artificial intelligence. At the same time, algorithms for quantum computers have been shown to efficiently solve some problems that are intractable on conventional, classical computers. We show that quantum computing not only reduces the time required to train a deep restricted Boltzmann machine, but also provides a richer and more comprehensive framework for deep learning than classical computing and leads to significant improvements in the optimization of the underlying objective function. Our quantum methods also permit efficient training of full Boltzmann machines and multi-layer, fully connected models and do not have well known classical counterparts.","Wed, 10 Dec 2014 23:05:16 UTC (411 KB)[v2] Fri, 22 May 2015 00:20:28 UTC (192 KB)"
"1989","Sequential Labeling with online Deep Learning","Gang Chen, Ran Xu, Sargur Srihari","Machine Learning (cs.LG)","Deep learning has attracted great attention recently and yielded the state of the art performance in dimension reduction and classification problems. However, it cannot effectively handle the structured output prediction, e.g. sequential labeling. In this paper, we propose a deep learning structure, which can learn discriminative features for sequential labeling problems. More specifically, we add the inter-relationship between labels in our deep learning structure, in order to incorporate the context information from the sequential data. Thus, our model is more powerful than linear Conditional Random Fields (CRFs) because the objective function learns latent non-linear features so that target labeling can be better predicted. We pretrain the deep structure with stacked restricted Boltzmann machines (RBMs) for feature learning and optimize our objective function with online learning algorithm, a mixture of perceptron training and stochastic gradient descent. We test our model on different challenge tasks, and show that our model outperforms significantly over the completive baselines.","Wed, 10 Dec 2014 18:16:12 UTC (314 KB)[v2] Thu, 12 Mar 2015 20:38:28 UTC (315 KB)[v3] Mon, 4 May 2015 01:41:46 UTC (315 KB)"
"1990","Multimodal Transfer Deep Learning with Applications in Audio-Visual Recognition","Seungwhan Moon, Suyoun Kim, Haohan Wang","Neural and Evolutionary Computing (cs.NE); Machine Learning (cs.LG)","We propose a transfer deep learning (TDL) framework that can transfer the knowledge obtained from a single-modal neural network to a network with a different modality. Specifically, we show that we can leverage speech data to fine-tune the network trained for video recognition, given an initial set of audio-video parallel dataset within the same semantics. Our approach first learns the analogy-preserving embeddings between the abstract representations learned from intermediate layers of each network, allowing for semantics-level transfer between the source and target modalities. We then apply our neural network operation that fine-tunes the target network with the additional knowledge transferred from the source network, while keeping the topology of the target network unchanged. While we present an audio-visual recognition task as an application of our approach, our framework is flexible and thus can work with any multimodal dataset, or with any already-existing deep networks that share the common underlying semantics. In this work in progress report, we aim to provide comprehensive results of different configurations of the proposed approach on two widely used audio-visual datasets, and we discuss potential applications of the proposed approach.","Tue, 9 Dec 2014 21:12:19 UTC (554 KB)[v2] Thu, 18 Feb 2016 19:56:41 UTC (248 KB)"
"1991","Deep Learning for Answer Sentence Selection","Lei Yu, Karl Moritz Hermann, Phil Blunsom, Stephen Pulman","Computation and Language (cs.CL)","Answer sentence selection is the task of identifying sentences that contain the answer to a given question. This is an important problem in its own right as well as in the larger context of open domain question answering. We propose a novel approach to solving this task via means of distributed representations, and learn to match questions with answers by considering their semantic encoding. This contrasts prior work on this task, which typically relies on classifiers with large numbers of hand-crafted syntactic and semantic features and various external resources. Our approach does not require any feature engineering nor does it involve specialist linguistic data, making this model easily applicable to a wide range of domains and languages. Experimental results on a standard benchmark dataset from TREC demonstrate that---despite its simplicity---our model matches state of the art performance on the answer sentence selection task.","Thu, 4 Dec 2014 11:53:02 UTC (64 KB)"
"1992","Pedestrian Detection aided by Deep Learning Semantic Tasks","Yonglong Tian, Ping Luo, Xiaogang Wang, Xiaoou Tang","Computer Vision and Pattern Recognition (cs.CV)","Deep learning methods have achieved great success in pedestrian detection, owing to its ability to learn features from raw pixels. However, they mainly capture middle-level representations, such as pose of pedestrian, but confuse positive with hard negative samples, which have large ambiguity, e.g. the shape and appearance of `tree trunk' or `wire pole' are similar to pedestrian in certain viewpoint. This ambiguity can be distinguished by high-level representation. To this end, this work jointly optimizes pedestrian detection with semantic tasks, including pedestrian attributes (e.g. `carrying backpack') and scene attributes (e.g. `road', `tree', and `horizontal'). Rather than expensively annotating scene attributes, we transfer attributes information from existing scene segmentation datasets to the pedestrian dataset, by proposing a novel deep model to learn high-level features from multiple tasks and multiple data sources. Since distinct tasks have distinct convergence rates and data from different datasets have different distributions, a multi-task objective function is carefully designed to coordinate tasks and reduce discrepancies among datasets. The importance coefficients of tasks and network parameters in this objective function can be iteratively estimated. Extensive evaluations show that the proposed approach outperforms the state-of-the-art on the challenging Caltech and ETH datasets, where it reduces the miss rates of previous deep models by 17 and 5.5 percent, respectively.","Sat, 29 Nov 2014 04:34:23 UTC (2,897 KB)"
"1993","Deep Learning Face Attributes in the Wild","Ziwei Liu, Ping Luo, Xiaogang Wang, Xiaoou Tang","Computer Vision and Pattern Recognition (cs.CV)","Predicting face attributes in the wild is challenging due to complex face variations. We propose a novel deep learning framework for attribute prediction in the wild. It cascades two CNNs, LNet and ANet, which are fine-tuned jointly with attribute tags, but pre-trained differently. LNet is pre-trained by massive general object categories for face localization, while ANet is pre-trained by massive face identities for attribute prediction. This framework not only outperforms the state-of-the-art with a large margin, but also reveals valuable facts on learning face representation. (1) It shows how the performances of face localization (LNet) and attribute prediction (ANet) can be improved by different pre-training strategies. (2) It reveals that although the filters of LNet are fine-tuned only with image-level attribute tags, their response maps over entire images have strong indication of face locations. This fact enables training LNet for face localization with only image-level annotations, but without face bounding boxes or landmarks, which are required by all attribute recognition works. (3) It also demonstrates that the high-level hidden neurons of ANet automatically discover semantic concepts after pre-training with massive face identities, and such concepts are significantly enriched after fine-tuning with attribute tags. Each attribute can be well explained with a sparse linear combination of these concepts.","Fri, 28 Nov 2014 07:13:54 UTC (4,601 KB)[v2] Thu, 10 Sep 2015 06:05:30 UTC (8,409 KB)[v3] Thu, 24 Sep 2015 13:52:26 UTC (8,409 KB)"
"1994","Investigating the Role of Prior Disambiguation in Deep-learning Compositional Models of Meaning","Jianpeng Cheng, Dimitri Kartsaklis, Edward Grefenstette","Computation and Language (cs.CL); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","This paper aims to explore the effect of prior disambiguation on neural network- based compositional models, with the hope that better semantic representations for text compounds can be produced. We disambiguate the input word vectors before they are fed into a compositional deep net. A series of evaluations shows the positive effect of prior disambiguation for such deep models.","Sat, 15 Nov 2014 06:32:49 UTC (13 KB)"
"1995","SelfieBoost: A Boosting Algorithm for Deep Learning","Shai Shalev-Shwartz","Machine Learning (stat.ML); Machine Learning (cs.LG)","We describe and analyze a new boosting algorithm for deep learning called SelfieBoost. Unlike other boosting algorithms, like AdaBoost, which construct ensembles of classifiers, SelfieBoost boosts the accuracy of a single network. We prove a $\log(1/¥å)$ convergence rate for SelfieBoost under some ""SGD success"" assumption which seems to hold in practice.","Thu, 13 Nov 2014 03:34:32 UTC (9 KB)[v2] Sat, 8 Apr 2017 06:06:38 UTC (9 KB)"
"1996","Non-parametric Bayesian Learning with Deep Learning Structure and Its Applications in Wireless Networks","Erte Pan, Zhu Han","Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE); Networking and Internet Architecture (cs.NI); Machine Learning (stat.ML)","In this paper, we present an infinite hierarchical non-parametric Bayesian model to extract the hidden factors over observed data, where the number of hidden factors for each layer is unknown and can be potentially infinite. Moreover, the number of layers can also be infinite. We construct the model structure that allows continuous values for the hidden factors and weights, which makes the model suitable for various applications. We use the Metropolis-Hastings method to infer the model structure. Then the performance of the algorithm is evaluated by the experiments. Simulation results show that the model fits the underlying structure of simulated data.","Thu, 16 Oct 2014 22:29:12 UTC (104 KB)[v2] Thu, 23 Oct 2014 21:55:30 UTC (116 KB)"
"1997","An exact mapping between the Variational Renormalization Group and Deep Learning","Pankaj Mehta, David J. Schwab","Machine Learning (stat.ML); Statistical Mechanics (cond-mat.stat-mech); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","Deep learning is a broad set of techniques that uses multiple layers of representation to automatically learn relevant features directly from structured data. Recently, such techniques have yielded record-breaking results on a diverse set of difficult machine learning tasks in computer vision, speech recognition, and natural language processing. Despite the enormous success of deep learning, relatively little is understood theoretically about why these techniques are so successful at feature learning and compression. Here, we show that deep learning is intimately related to one of the most important and successful techniques in theoretical physics, the renormalization group (RG). RG is an iterative coarse-graining scheme that allows for the extraction of relevant features (i.e. operators) as a physical system is examined at different length scales. We construct an exact mapping from the variational renormalization group, first introduced by Kadanoff, and deep learning architectures based on Restricted Boltzmann Machines (RBMs). We illustrate these ideas using the nearest-neighbor Ising Model in one and two-dimensions. Our results suggests that deep learning algorithms may be employing a generalized RG-like scheme to learn relevant features from data.","Tue, 14 Oct 2014 20:00:09 UTC (797 KB)"
"1998","Enhanced Higgs to $¥ó^+¥ó^-$ Searches with Deep Learning","Pierre Baldi, Peter Sadowski, Daniel Whiteson","High Energy Physics - Phenomenology (hep-ph); Machine Learning (cs.LG); High Energy Physics - Experiment (hep-ex)","The Higgs boson is thought to provide the interaction that imparts mass to the fundamental fermions, but while measurements at the Large Hadron Collider (LHC) are consistent with this hypothesis, current analysis techniques lack the statistical power to cross the traditional 5$¥ò$ significance barrier without more data. \emph{Deep learning} techniques have the potential to increase the statistical power of this analysis by \emph{automatically} learning complex, high-level data representations. In this work, deep neural networks are used to detect the decay of the Higgs to a pair of tau leptons. A Bayesian optimization algorithm is used to tune the network architecture and training algorithm hyperparameters, resulting in a deep network of eight non-linear processing layers that improves upon the performance of shallow classifiers even without the use of features specifically engineered by physicists for this application. The improvement in discovery significance is equivalent to an increase in the accumulated dataset of 25\%.","Mon, 13 Oct 2014 20:00:03 UTC (98 KB)"
"1999","cuDNN: Efficient Primitives for Deep Learning","Sharan Chetlur, Cliff Woolley, Philippe Vandermersch, Jonathan Cohen, John Tran, Bryan Catanzaro, Evan Shelhamer","Neural and Evolutionary Computing (cs.NE); Machine Learning (cs.LG); Mathematical Software (cs.MS)","We present a library of efficient implementations of deep learning primitives. Deep learning workloads are computationally intensive, and optimizing their kernels is difficult and time-consuming. As parallel architectures evolve, kernels must be reoptimized, which makes maintaining codebases difficult over time. Similar issues have long been addressed in the HPC community by libraries such as the Basic Linear Algebra Subroutines (BLAS). However, there is no analogous library for deep learning. Without such a library, researchers implementing deep learning workloads on parallel processors must create and optimize their own implementations of the main computational kernels, and this work must be repeated as new parallel processors emerge. To address this problem, we have created a library similar in intent to BLAS, with optimized routines for deep learning workloads. Our implementation contains routines for GPUs, although similarly to the BLAS library, these routines could be implemented for other platforms. The library is easy to integrate into existing frameworks, and provides optimized performance and memory usage. For example, integrating cuDNN into Caffe, a popular framework for convolutional networks, improves performance by 36% on a standard model while also reducing memory consumption.","Fri, 3 Oct 2014 06:16:43 UTC (193 KB)[v2] Thu, 9 Oct 2014 06:00:21 UTC (193 KB)[v3] Thu, 18 Dec 2014 01:13:16 UTC (100 KB)"
"2000","A Deep Learning Approach to Data-driven Parameterizations for Statistical Parametric Speech Synthesis","Prasanna Kumar Muthukumar, Alan W. Black","Computation and Language (cs.CL); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","Nearly all Statistical Parametric Speech Synthesizers today use Mel Cepstral coefficients as the vocal tract parameterization of the speech signal. Mel Cepstral coefficients were never intended to work in a parametric speech synthesis framework, but as yet, there has been little success in creating a better parameterization that is more suited to synthesis. In this paper, we use deep learning algorithms to investigate a data-driven parameterization technique that is designed for the specific requirements of synthesis. We create an invertible, low-dimensional, noise-robust encoding of the Mel Log Spectrum by training a tapered Stacked Denoising Autoencoder (SDA). This SDA is then unwrapped and used as the initialization for a Multi-Layer Perceptron (MLP). The MLP is fine-tuned by training it to reconstruct the input at the output layer. This MLP is then split down the middle to form encoding and decoding networks. These networks produce a parameterization of the Mel Log Spectrum that is intended to better fulfill the requirements of synthesis. Results are reported for experiments conducted using this resulting parameterization with the ClusterGen speech synthesizer.","Tue, 30 Sep 2014 14:20:29 UTC (72 KB)"
"2001","MoDeep: A Deep Learning Framework Using Motion Features for Human Pose Estimation","Arjun Jain, Jonathan Tompson, Yann LeCun, Christoph Bregler","Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","In this work, we propose a novel and efficient method for articulated human pose estimation in videos using a convolutional network architecture, which incorporates both color and motion features. We propose a new human body pose dataset, FLIC-motion, that extends the FLIC dataset with additional motion features. We apply our architecture to this dataset and report significantly better performance than current state-of-the-art pose detection systems.","Sun, 28 Sep 2014 21:32:15 UTC (7,934 KB)"
"2002","Deep Learning Representation using Autoencoder for 3D Shape Retrieval","Zhuotun Zhu, Xinggang Wang, Song Bai, Cong Yao, Xiang Bai","Computer Vision and Pattern Recognition (cs.CV)","We study the problem of how to build a deep learning representation for 3D shape. Deep learning has shown to be very effective in variety of visual applications, such as image classification and object detection. However, it has not been successfully applied to 3D shape recognition. This is because 3D shape has complex structure in 3D space and there are limited number of 3D shapes for feature learning. To address these problems, we project 3D shapes into 2D space and use autoencoder for feature learning on the 2D images. High accuracy 3D shape retrieval performance is obtained by aggregating the features learned on 2D images. In addition, we show the proposed deep learning feature is complementary to conventional local image descriptors. By combing the global deep learning representation and the local descriptor representation, our method can obtain the state-of-the-art performance on 3D shape retrieval benchmarks.","Thu, 25 Sep 2014 06:27:28 UTC (906 KB)"
"2003","Building Program Vector Representations for Deep Learning","Lili Mou, Ge Li, Yuxuan Liu, Hao Peng, Zhi Jin, Yan Xu, Lu Zhang","Software Engineering (cs.SE); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","Deep learning has made significant breakthroughs in various fields of artificial intelligence. Advantages of deep learning include the ability to capture highly complicated features, weak involvement of human engineering, etc. However, it is still virtually impossible to use deep learning to analyze programs since deep architectures cannot be trained effectively with pure back propagation. In this pioneering paper, we propose the ""coding criterion"" to build program vector representations, which are the premise of deep learning for program analysis. Our representation learning approach directly makes deep learning a reality in this new field. We evaluate the learned vector representations both qualitatively and quantitatively. We conclude, based on the experiments, the coding criterion is successful in building program representations. To evaluate whether deep learning is beneficial for program analysis, we feed the representations to deep neural networks, and achieve higher accuracy in the program classification task than ""shallow"" methods, such as logistic regression and the support vector machine. This result confirms the feasibility of deep learning to analyze programs. It also gives primary evidence of its success in this new field. We believe deep learning will become an outstanding technique for program analysis in the near future.","Thu, 11 Sep 2014 08:44:28 UTC (189 KB)"
"2004","Collaborative Deep Learning for Recommender Systems","Hao Wang, Naiyan Wang, Dit-Yan Yeung","Machine Learning (cs.LG); Computation and Language (cs.CL); Information Retrieval (cs.IR); Neural and Evolutionary Computing (cs.NE); Machine Learning (stat.ML)","Collaborative filtering (CF) is a successful approach commonly used by many recommender systems. Conventional CF-based methods use the ratings given to items by users as the sole source of information for learning to make recommendation. However, the ratings are often very sparse in many applications, causing CF-based methods to degrade significantly in their recommendation performance. To address this sparsity problem, auxiliary information such as item content information may be utilized. Collaborative topic regression (CTR) is an appealing recent method taking this approach which tightly couples the two components that learn from two different sources of information. Nevertheless, the latent representation learned by CTR may not be very effective when the auxiliary information is very sparse. To address this problem, we generalize recent advances in deep learning from i.i.d. input to non-i.i.d. (CF-based) input and propose in this paper a hierarchical Bayesian model called collaborative deep learning (CDL), which jointly performs deep representation learning for the content information and collaborative filtering for the ratings (feedback) matrix. Extensive experiments on three real-world datasets from different domains show that CDL can significantly advance the state of the art.","Wed, 10 Sep 2014 03:05:22 UTC (893 KB)[v2] Thu, 18 Jun 2015 09:23:37 UTC (1,170 KB)"
"2005","Exponentially Increasing the Capacity-to-Computation Ratio for Conditional Computation in Deep Learning","Kyunghyun Cho, Yoshua Bengio","Machine Learning (stat.ML); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","Many state-of-the-art results obtained with deep networks are achieved with the largest models that could be trained, and if more computation power was available, we might be able to exploit much larger datasets in order to improve generalization ability. Whereas in learning algorithms such as decision trees the ratio of capacity (e.g., the number of parameters) to computation is very favorable (up to exponentially more parameters than computation), the ratio is essentially 1 for deep neural networks. Conditional computation has been proposed as a way to increase the capacity of a deep neural network without increasing the amount of computation required, by activating some parameters and computation ""on-demand"", on a per-example basis. In this note, we propose a novel parametrization of weight matrices in neural networks which has the potential to increase up to exponentially the ratio of the number of parameters to computation. The proposed approach is based on turning on some parameters (weight matrices) when specific bit patterns of hidden unit activations are obtained. In order to better control for the overfitting that might result, we propose a parametrization that is tree-structured, where each node of the tree corresponds to a prefix of a sequence of sign bits, or gating units, associated with hidden units.","Sat, 28 Jun 2014 06:45:51 UTC (15 KB)"
"2006","Deep Learning Multi-View Representation for Face Recognition","Zhenyao Zhu, Ping Luo, Xiaogang Wang, Xiaoou Tang","Computer Vision and Pattern Recognition (cs.CV)","Various factors, such as identities, views (poses), and illuminations, are coupled in face images. Disentangling the identity and view representations is a major challenge in face recognition. Existing face recognition systems either use handcrafted features or learn features discriminatively to improve recognition accuracy. This is different from the behavior of human brain. Intriguingly, even without accessing 3D data, human not only can recognize face identity, but can also imagine face images of a person under different viewpoints given a single 2D image, making face perception in the brain robust to view changes. In this sense, human brain has learned and encoded 3D face models from 2D images. To take into account this instinct, this paper proposes a novel deep neural net, named multi-view perceptron (MVP), which can untangle the identity and view features, and infer a full spectrum of multi-view images in the meanwhile, given a single 2D face image. The identity features of MVP achieve superior performance on the MultiPIE dataset. MVP is also capable to interpolate and predict images under viewpoints that are unobserved in the training data.","Thu, 26 Jun 2014 17:09:25 UTC (1,062 KB)"
"2007","Deep Learning Face Representation by Joint Identification-Verification","Yi Sun, Xiaogang Wang, Xiaoou Tang","Computer Vision and Pattern Recognition (cs.CV)","The key challenge of face recognition is to develop effective feature representations for reducing intra-personal variations while enlarging inter-personal differences. In this paper, we show that it can be well solved with deep learning and using both face identification and verification signals as supervision. The Deep IDentification-verification features (DeepID2) are learned with carefully designed deep convolutional networks. The face identification task increases the inter-personal variations by drawing DeepID2 extracted from different identities apart, while the face verification task reduces the intra-personal variations by pulling DeepID2 extracted from the same identity together, both of which are essential to face recognition. The learned DeepID2 features can be well generalized to new identities unseen in the training data. On the challenging LFW dataset, 99.15% face verification accuracy is achieved. Compared with the best deep learning result on LFW, the error rate has been significantly reduced by 67%.","Wed, 18 Jun 2014 15:42:16 UTC (2,035 KB)"
"2008","Deep Learning in Neural Networks: An Overview","Juergen Schmidhuber","Neural and Evolutionary Computing (cs.NE); Machine Learning (cs.LG)","In recent years, deep artificial neural networks (including recurrent ones) have won numerous contests in pattern recognition and machine learning. This historical survey compactly summarises relevant work, much of it from the previous millennium. Shallow and deep learners are distinguished by the depth of their credit assignment paths, which are chains of possibly learnable, causal links between actions and effects. I review deep supervised learning (also recapitulating the history of backpropagation), unsupervised learning, reinforcement learning & evolutionary computation, and indirect search for short programs encoding deep and large networks.","Wed, 30 Apr 2014 18:39:00 UTC (99 KB)[v2] Wed, 28 May 2014 15:33:51 UTC (111 KB)[v3] Wed, 2 Jul 2014 16:05:33 UTC (113 KB)[v4] Wed, 8 Oct 2014 10:00:38 UTC (117 KB)"
"2009","PCANet: A Simple Deep Learning Baseline for Image Classification?","Tsung-Han Chan, Kui Jia, Shenghua Gao, Jiwen Lu, Zinan Zeng, Yi Ma","Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","In this work, we propose a very simple deep learning network for image classification which comprises only the very basic data processing components: cascaded principal component analysis (PCA), binary hashing, and block-wise histograms. In the proposed architecture, PCA is employed to learn multistage filter banks. It is followed by simple binary hashing and block histograms for indexing and pooling. This architecture is thus named as a PCA network (PCANet) and can be designed and learned extremely easily and efficiently. For comparison and better understanding, we also introduce and study two simple variations to the PCANet, namely the RandNet and LDANet. They share the same topology of PCANet but their cascaded filters are either selected randomly or learned from LDA. We have tested these basic networks extensively on many benchmark visual datasets for different tasks, such as LFW for face verification, MultiPIE, Extended Yale B, AR, FERET datasets for face recognition, as well as MNIST for hand-written digits recognition. Surprisingly, for all tasks, such a seemingly naive PCANet model is on par with the state of the art features, either prefixed, highly hand-crafted or carefully learned (by DNNs). Even more surprisingly, it sets new records for many classification tasks in Extended Yale B, AR, FERET datasets, and MNIST variations. Additional experiments on other public datasets also demonstrate the potential of the PCANet serving as a simple but highly competitive baseline for texture classification and object recognition.","Mon, 14 Apr 2014 15:02:17 UTC (1,033 KB)[v2] Thu, 28 Aug 2014 15:20:44 UTC (842 KB)"
"2010","Sparse Coding: A Deep Learning using Unlabeled Data for High - Level Representation","R. Vidya, Dr.G.M.Nasira, R. P. Jaia Priyankka","Machine Learning (cs.LG); Neural and Evolutionary Computing (cs.NE)","Sparse coding algorithm is an learning algorithm mainly for unsupervised feature for finding succinct, a little above high - level Representation of inputs, and it has successfully given a way for Deep learning. Our objective is to use High - Level Representation data in form of unlabeled category to help unsupervised learning task. when compared with labeled data, unlabeled data is easier to acquire because, unlike labeled data it does not follow some particular class labels. This really makes the Deep learning wider and applicable to practical problems and learning. The main problem with sparse coding is it uses Quadratic loss function and Gaussian noise mode. So, its performs is very poor when binary or integer value or other Non- Gaussian type data is applied. Thus first we propose an algorithm for solving the L1 - regularized convex optimization algorithm for the problem to allow High - Level Representation of unlabeled data. Through this we derive a optimal solution for describing an approach to Deep learning algorithm by using sparse code.","Sun, 6 Apr 2014 09:50:45 UTC (416 KB)"
"2011","Searching for Exotic Particles in High-Energy Physics with Deep Learning","Pierre Baldi, Peter Sadowski, Daniel Whiteson","High Energy Physics - Phenomenology (hep-ph); High Energy Physics - Experiment (hep-ex)","Collisions at high-energy particle colliders are a traditionally fruitful source of exotic particle discoveries. Finding these rare particles requires solving difficult signal-versus-background classification problems, hence machine learning approaches are often used. Standard approaches have relied on `shallow' machine learning models that have a limited capacity to learn complex non-linear functions of the inputs, and rely on a pain-staking search through manually constructed non-linear features. Progress on this problem has slowed, as a variety of techniques have shown equivalent performance. Recent advances in the field of deep learning make it possible to learn more complex functions and better discriminate between signal and background classes. Using benchmark datasets, we show that deep learning methods need no manually constructed inputs and yet improve the classification metric by as much as 8\% over the best current approaches. This demonstrates that deep learning approaches can improve the power of collider searches for exotic particles.","Wed, 19 Feb 2014 17:20:08 UTC (227 KB)[v2] Thu, 5 Jun 2014 16:59:45 UTC (559 KB)"
